Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
10788,04-24-2017,5.70E+15,1,burnt garlic tonkotsu ramen
10797,04-24-2017,9.61E+15,1,burnt garlic tonkotsu ramen
10798,04-24-2017,9.61E+15,1,burnt garlic tonkotsu ramen
10803,04-24-2017,8.16E+15,1,burnt garlic tonkotsu ramen
10804,04-24-2017,8.16E+15,1,burnt garlic tonkotsu ramen
10817,04-24-2017,2.77E+15,1,burnt garlic tonkotsu ramen
10818,04-24-2017,2.77E+15,1,burnt garlic tonkotsu ramen
10825,04-24-2017,3.80E+14,1,burnt garlic tonkotsu ramen
10826,04-24-2017,3.80E+14,1,burnt garlic tonkotsu ramen
10849,04-24-2017,2.61E+15,1,burnt garlic tonkotsu ramen
10850,04-24-2017,2.61E+15,1,burnt garlic tonkotsu ramen
10855,04-24-2017,6.84E+15,1,burnt garlic tonkotsu ramen
10856,04-24-2017,6.84E+15,1,burnt garlic tonkotsu ramen
10887,04-24-2017,1.28E+15,4,burnt garlic tonkotsu ramen
10888,04-24-2017,1.28E+15,4,burnt garlic tonkotsu ramen
10911,04-24-2017,6.90E+15,1,burnt garlic tonkotsu ramen
10912,04-24-2017,6.90E+15,1,burnt garlic tonkotsu ramen
10927,04-25-2017,6.22E+15,1,burnt garlic tonkotsu ramen
10928,04-25-2017,6.22E+15,1,burnt garlic tonkotsu ramen
10949,04-25-2017,6.88E+15,2,burnt garlic tonkotsu ramen
10950,04-25-2017,6.88E+15,2,burnt garlic tonkotsu ramen
10971,04-25-2017,3.91E+15,1,burnt garlic tonkotsu ramen
10972,04-25-2017,3.91E+15,1,burnt garlic tonkotsu ramen
10983,04-25-2017,5.20E+15,1,burnt garlic tonkotsu ramen
10984,04-25-2017,5.20E+15,1,burnt garlic tonkotsu ramen
11013,04-25-2017,2.91E+15,3,burnt garlic tonkotsu ramen
11014,04-25-2017,2.91E+15,3,burnt garlic tonkotsu ramen
11019,04-25-2017,8.90E+15,1,burnt garlic tonkotsu ramen
11020,04-25-2017,8.90E+15,1,burnt garlic tonkotsu ramen
11047,04-25-2017,9.11E+15,1,burnt garlic tonkotsu ramen
11048,04-25-2017,9.11E+15,1,burnt garlic tonkotsu ramen
11077,04-25-2017,7.74E+15,1,burnt garlic tonkotsu ramen
11078,04-25-2017,7.74E+15,1,burnt garlic tonkotsu ramen
11087,04-25-2017,5.48E+15,1,burnt garlic tonkotsu ramen
11088,04-25-2017,5.48E+15,1,burnt garlic tonkotsu ramen
11123,04-26-2017,4.87E+15,2,burnt garlic tonkotsu ramen
11124,04-26-2017,4.87E+15,2,burnt garlic tonkotsu ramen
11129,04-27-2017,7.56E+14,1,burnt garlic tonkotsu ramen
11130,04-27-2017,7.56E+14,1,burnt garlic tonkotsu ramen
11165,04-27-2017,3.15E+15,1,burnt garlic tonkotsu ramen
11166,04-27-2017,3.15E+15,1,burnt garlic tonkotsu ramen
11181,04-27-2017,6.12E+15,1,burnt garlic tonkotsu ramen
11182,04-27-2017,6.12E+15,1,burnt garlic tonkotsu ramen
11183,04-27-2017,3.84E+15,1,burnt garlic tonkotsu ramen
11184,04-27-2017,3.84E+15,1,burnt garlic tonkotsu ramen
11197,04-27-2017,6.00E+15,1,burnt garlic tonkotsu ramen
11198,04-27-2017,6.00E+15,1,burnt garlic tonkotsu ramen
11209,04-27-2017,4.34E+15,1,burnt garlic tonkotsu ramen
11210,04-27-2017,4.34E+15,1,burnt garlic tonkotsu ramen
11221,04-27-2017,5.67E+15,1,burnt garlic tonkotsu ramen
11222,04-27-2017,5.67E+15,1,burnt garlic tonkotsu ramen
11241,04-27-2017,5.34E+15,1,burnt garlic tonkotsu ramen
11242,04-27-2017,5.34E+15,1,burnt garlic tonkotsu ramen
11249,04-27-2017,5.87E+15,1,burnt garlic tonkotsu ramen
11250,04-27-2017,5.87E+15,1,burnt garlic tonkotsu ramen
11255,04-27-2017,2.30E+15,4,burnt garlic tonkotsu ramen
11256,04-27-2017,2.30E+15,4,burnt garlic tonkotsu ramen
11271,04-28-2017,5.73E+15,2,burnt garlic tonkotsu ramen
11272,04-28-2017,5.73E+15,2,burnt garlic tonkotsu ramen
11309,04-28-2017,1.16E+14,1,burnt garlic tonkotsu ramen
11310,04-28-2017,1.16E+14,1,burnt garlic tonkotsu ramen
11335,04-28-2017,6.02E+15,1,burnt garlic tonkotsu ramen
11336,04-28-2017,6.02E+15,1,burnt garlic tonkotsu ramen
11347,04-28-2017,9.06E+15,1,burnt garlic tonkotsu ramen
11348,04-28-2017,9.06E+15,1,burnt garlic tonkotsu ramen
11413,04-29-2017,1.67E+15,1,burnt garlic tonkotsu ramen
11414,04-29-2017,1.67E+15,1,burnt garlic tonkotsu ramen
11467,04-30-2017,9.09E+15,1,burnt garlic tonkotsu ramen
11468,04-30-2017,9.09E+15,1,burnt garlic tonkotsu ramen
11471,04-30-2017,3.37E+15,1,burnt garlic tonkotsu ramen
11472,04-30-2017,3.37E+15,1,burnt garlic tonkotsu ramen
11485,04-30-2017,3.09E+15,1,burnt garlic tonkotsu ramen
11486,04-30-2017,3.09E+15,1,burnt garlic tonkotsu ramen
11487,04-30-2017,8.74E+15,1,burnt garlic tonkotsu ramen
11488,04-30-2017,8.74E+15,1,burnt garlic tonkotsu ramen
11495,04-30-2017,2.87E+15,2,burnt garlic tonkotsu ramen
11496,04-30-2017,2.87E+15,2,burnt garlic tonkotsu ramen
11511,04-30-2017,4.90E+15,1,burnt garlic tonkotsu ramen
11512,04-30-2017,4.90E+15,1,burnt garlic tonkotsu ramen
11537,05-01-17,2.49E+15,1,burnt garlic tonkotsu ramen
11538,05-01-17,2.49E+15,1,burnt garlic tonkotsu ramen
11559,05-01-17,9.31E+14,1,burnt garlic tonkotsu ramen
11560,05-01-17,9.31E+14,1,burnt garlic tonkotsu ramen
11567,05-01-17,6.88E+15,1,burnt garlic tonkotsu ramen
11568,05-01-17,6.88E+15,1,burnt garlic tonkotsu ramen
11577,05-01-17,6.07E+15,1,burnt garlic tonkotsu ramen
11578,05-01-17,6.07E+15,1,burnt garlic tonkotsu ramen
11585,05-01-17,2.54E+15,1,burnt garlic tonkotsu ramen
11586,05-01-17,2.54E+15,1,burnt garlic tonkotsu ramen
11603,05-01-17,5.68E+15,1,burnt garlic tonkotsu ramen
11604,05-01-17,5.68E+15,1,burnt garlic tonkotsu ramen
11739,05-03-17,7.44E+14,1,burnt garlic tonkotsu ramen
11740,05-03-17,7.44E+14,1,burnt garlic tonkotsu ramen
11787,05-03-17,1.53E+15,2,burnt garlic tonkotsu ramen
11788,05-03-17,1.53E+15,2,burnt garlic tonkotsu ramen
11843,05-03-17,4.79E+15,1,burnt garlic tonkotsu ramen
11844,05-03-17,4.79E+15,1,burnt garlic tonkotsu ramen
11857,05-04-17,8.84E+15,4,burnt garlic tonkotsu ramen
11858,05-04-17,8.84E+15,4,burnt garlic tonkotsu ramen
11913,05-04-17,9.16E+15,2,burnt garlic tonkotsu ramen
11914,05-04-17,9.16E+15,2,burnt garlic tonkotsu ramen
11941,05-05-17,4.27E+15,1,burnt garlic tonkotsu ramen
11942,05-05-17,4.27E+15,1,burnt garlic tonkotsu ramen
11977,05-05-17,7.62E+13,1,burnt garlic tonkotsu ramen
11978,05-05-17,7.62E+13,1,burnt garlic tonkotsu ramen
12047,05-05-17,8.10E+15,1,burnt garlic tonkotsu ramen
12048,05-05-17,8.10E+15,1,burnt garlic tonkotsu ramen
12049,05-05-17,6.15E+15,1,burnt garlic tonkotsu ramen
12050,05-05-17,6.15E+15,1,burnt garlic tonkotsu ramen
12055,05-05-17,5.84E+15,1,burnt garlic tonkotsu ramen
12056,05-05-17,5.84E+15,1,burnt garlic tonkotsu ramen
12059,05-06-17,9.95E+15,1,burnt garlic tonkotsu ramen
12060,05-06-17,9.95E+15,1,burnt garlic tonkotsu ramen
12063,05-06-17,5.48E+15,1,burnt garlic tonkotsu ramen
12064,05-06-17,5.48E+15,1,burnt garlic tonkotsu ramen
12081,05-06-17,1.53E+15,2,burnt garlic tonkotsu ramen
12082,05-06-17,1.53E+15,2,burnt garlic tonkotsu ramen
12089,05-06-17,4.16E+15,1,burnt garlic tonkotsu ramen
12090,05-06-17,4.16E+15,1,burnt garlic tonkotsu ramen
12135,05-06-17,1.44E+15,1,burnt garlic tonkotsu ramen
12136,05-06-17,1.44E+15,1,burnt garlic tonkotsu ramen
12157,05-06-17,1.96E+15,3,burnt garlic tonkotsu ramen
12158,05-06-17,1.96E+15,3,burnt garlic tonkotsu ramen
12159,05-06-17,4.99E+14,1,burnt garlic tonkotsu ramen
12160,05-06-17,4.99E+14,1,burnt garlic tonkotsu ramen
12189,05-06-17,7.20E+14,3,burnt garlic tonkotsu ramen
12190,05-06-17,7.20E+14,3,burnt garlic tonkotsu ramen
12223,05-07-17,6.13E+15,1,burnt garlic tonkotsu ramen
12224,05-07-17,6.13E+15,1,burnt garlic tonkotsu ramen
12233,05-07-17,9.76E+15,1,burnt garlic tonkotsu ramen
12234,05-07-17,9.76E+15,1,burnt garlic tonkotsu ramen
12257,05-07-17,2.29E+15,1,burnt garlic tonkotsu ramen
12258,05-07-17,2.29E+15,1,burnt garlic tonkotsu ramen
12311,05-07-17,2.27E+15,2,burnt garlic tonkotsu ramen
12312,05-07-17,2.27E+15,2,burnt garlic tonkotsu ramen
12317,05-07-17,6.03E+15,1,burnt garlic tonkotsu ramen
12318,05-07-17,6.03E+15,1,burnt garlic tonkotsu ramen
12395,05-08-17,5.21E+15,1,burnt garlic tonkotsu ramen
12396,05-08-17,5.21E+15,1,burnt garlic tonkotsu ramen
12457,05-08-17,8.22E+15,1,burnt garlic tonkotsu ramen
12458,05-08-17,8.22E+15,1,burnt garlic tonkotsu ramen
12471,05-08-17,6.50E+15,1,burnt garlic tonkotsu ramen
12472,05-08-17,6.50E+15,1,burnt garlic tonkotsu ramen
12487,05-09-17,7.86E+15,1,burnt garlic tonkotsu ramen
12488,05-09-17,7.86E+15,1,burnt garlic tonkotsu ramen
12539,05-09-17,3.10E+14,1,burnt garlic tonkotsu ramen
12540,05-09-17,3.10E+14,1,burnt garlic tonkotsu ramen
12583,05-09-17,7.24E+15,1,burnt garlic tonkotsu ramen
12584,05-09-17,7.24E+15,1,burnt garlic tonkotsu ramen
12589,05-09-17,3.05E+15,1,burnt garlic tonkotsu ramen
12590,05-09-17,3.05E+15,1,burnt garlic tonkotsu ramen
12607,05-11-17,4.47E+15,1,burnt garlic tonkotsu ramen
12608,05-11-17,4.47E+15,1,burnt garlic tonkotsu ramen
12611,05-11-17,5.71E+15,1,burnt garlic tonkotsu ramen
12612,05-11-17,5.71E+15,1,burnt garlic tonkotsu ramen
12619,05-11-17,5.20E+15,1,burnt garlic tonkotsu ramen
12620,05-11-17,5.20E+15,1,burnt garlic tonkotsu ramen
12653,05-11-17,8.10E+15,1,burnt garlic tonkotsu ramen
12654,05-11-17,8.10E+15,1,burnt garlic tonkotsu ramen
12681,05-11-17,6.33E+15,1,burnt garlic tonkotsu ramen
12682,05-11-17,6.33E+15,1,burnt garlic tonkotsu ramen
12713,05-11-17,7.72E+15,1,burnt garlic tonkotsu ramen
12714,05-11-17,7.72E+15,1,burnt garlic tonkotsu ramen
12721,05-11-17,8.41E+15,4,burnt garlic tonkotsu ramen
12722,05-11-17,8.41E+15,4,burnt garlic tonkotsu ramen
12737,05-11-17,5.59E+15,1,burnt garlic tonkotsu ramen
12738,05-11-17,5.59E+15,1,burnt garlic tonkotsu ramen
12751,05-12-17,8.81E+15,1,burnt garlic tonkotsu ramen
12752,05-12-17,8.81E+15,1,burnt garlic tonkotsu ramen
12801,05-14-2017,7.37E+15,1,burnt garlic tonkotsu ramen
12802,05-14-2017,7.37E+15,1,burnt garlic tonkotsu ramen
12825,05-14-2017,8.61E+15,1,burnt garlic tonkotsu ramen
12826,05-14-2017,8.61E+15,1,burnt garlic tonkotsu ramen
12833,05-14-2017,4.47E+15,1,burnt garlic tonkotsu ramen
12834,05-14-2017,4.47E+15,1,burnt garlic tonkotsu ramen
12837,05-14-2017,3.36E+15,1,burnt garlic tonkotsu ramen
12838,05-14-2017,3.36E+15,1,burnt garlic tonkotsu ramen
12839,05-14-2017,4.24E+15,1,burnt garlic tonkotsu ramen
12840,05-14-2017,4.24E+15,1,burnt garlic tonkotsu ramen
12861,05-14-2017,5.15E+15,1,burnt garlic tonkotsu ramen
12862,05-14-2017,5.15E+15,1,burnt garlic tonkotsu ramen
12879,05-14-2017,6.45E+15,1,burnt garlic tonkotsu ramen
12880,05-14-2017,6.45E+15,1,burnt garlic tonkotsu ramen
12885,05-14-2017,9.36E+14,1,burnt garlic tonkotsu ramen
12886,05-14-2017,9.36E+14,1,burnt garlic tonkotsu ramen
12887,05-14-2017,5.15E+15,4,burnt garlic tonkotsu ramen
12888,05-14-2017,5.15E+15,4,burnt garlic tonkotsu ramen
12889,05-14-2017,8.79E+15,1,burnt garlic tonkotsu ramen
12890,05-14-2017,8.79E+15,1,burnt garlic tonkotsu ramen
12947,05-14-2017,8.59E+14,1,burnt garlic tonkotsu ramen
12948,05-14-2017,8.59E+14,1,burnt garlic tonkotsu ramen
12951,05-14-2017,4.18E+15,1,burnt garlic tonkotsu ramen
12952,05-14-2017,4.18E+15,1,burnt garlic tonkotsu ramen
13057,05-15-2017,4.12E+14,2,burnt garlic tonkotsu ramen
13058,05-15-2017,4.12E+14,2,burnt garlic tonkotsu ramen
13065,05-15-2017,9.59E+15,1,burnt garlic tonkotsu ramen
13066,05-15-2017,9.59E+15,1,burnt garlic tonkotsu ramen
13079,05-15-2017,6.39E+15,1,burnt garlic tonkotsu ramen
13080,05-15-2017,6.39E+15,1,burnt garlic tonkotsu ramen
13091,05-15-2017,2.29E+15,1,burnt garlic tonkotsu ramen
13092,05-15-2017,2.29E+15,1,burnt garlic tonkotsu ramen
13093,05-15-2017,4.93E+15,1,burnt garlic tonkotsu ramen
13094,05-15-2017,4.93E+15,1,burnt garlic tonkotsu ramen
13095,05-15-2017,5.86E+13,1,burnt garlic tonkotsu ramen
13096,05-15-2017,5.86E+13,1,burnt garlic tonkotsu ramen
13097,05-15-2017,3.17E+15,1,burnt garlic tonkotsu ramen
13098,05-15-2017,3.17E+15,1,burnt garlic tonkotsu ramen
13131,05-15-2017,5.96E+15,1,burnt garlic tonkotsu ramen
13132,05-15-2017,5.96E+15,1,burnt garlic tonkotsu ramen
13135,05-15-2017,5.61E+14,3,burnt garlic tonkotsu ramen
13136,05-15-2017,5.61E+14,3,burnt garlic tonkotsu ramen
13139,05-15-2017,2.55E+15,1,burnt garlic tonkotsu ramen
13140,05-15-2017,2.55E+15,1,burnt garlic tonkotsu ramen
13151,05-15-2017,3.94E+15,1,burnt garlic tonkotsu ramen
13152,05-15-2017,3.94E+15,1,burnt garlic tonkotsu ramen
13167,05-16-2017,4.55E+15,2,burnt garlic tonkotsu ramen
13168,05-16-2017,4.55E+15,2,burnt garlic tonkotsu ramen
13185,05-17-2017,7.86E+15,2,burnt garlic tonkotsu ramen
13186,05-17-2017,7.86E+15,2,burnt garlic tonkotsu ramen
13281,05-18-2017,6.27E+15,1,burnt garlic tonkotsu ramen
13282,05-18-2017,6.27E+15,1,burnt garlic tonkotsu ramen
13291,05-19-2017,3.53E+15,1,burnt garlic tonkotsu ramen
13292,05-19-2017,3.53E+15,1,burnt garlic tonkotsu ramen
13323,05-20-2017,6.73E+15,1,burnt garlic tonkotsu ramen
13324,05-20-2017,6.73E+15,1,burnt garlic tonkotsu ramen
13327,05-20-2017,7.82E+15,1,burnt garlic tonkotsu ramen
13328,05-20-2017,7.82E+15,1,burnt garlic tonkotsu ramen
13381,05-21-2017,1.19E+15,2,burnt garlic tonkotsu ramen
13382,05-21-2017,1.19E+15,2,burnt garlic tonkotsu ramen
13383,05-21-2017,5.29E+15,2,burnt garlic tonkotsu ramen
13384,05-21-2017,5.29E+15,2,burnt garlic tonkotsu ramen
13385,05-21-2017,2.92E+15,1,burnt garlic tonkotsu ramen
13386,05-21-2017,2.92E+15,1,burnt garlic tonkotsu ramen
13425,05-21-2017,3.10E+15,1,burnt garlic tonkotsu ramen
13426,05-21-2017,3.10E+15,1,burnt garlic tonkotsu ramen
13465,05-21-2017,4.03E+15,3,burnt garlic tonkotsu ramen
13466,05-21-2017,4.03E+15,3,burnt garlic tonkotsu ramen
13473,05-21-2017,5.84E+14,2,burnt garlic tonkotsu ramen
13474,05-21-2017,5.84E+14,2,burnt garlic tonkotsu ramen
13505,05-21-2017,4.07E+15,1,burnt garlic tonkotsu ramen
13506,05-21-2017,4.07E+15,1,burnt garlic tonkotsu ramen
13535,05-22-2017,4.03E+14,1,burnt garlic tonkotsu ramen
13536,05-22-2017,4.03E+14,1,burnt garlic tonkotsu ramen
13577,05-22-2017,2.41E+15,1,burnt garlic tonkotsu ramen
13578,05-22-2017,2.41E+15,1,burnt garlic tonkotsu ramen
13639,05-22-2017,4.38E+15,1,burnt garlic tonkotsu ramen
13640,05-22-2017,4.38E+15,1,burnt garlic tonkotsu ramen
13659,05-23-2017,4.79E+15,1,burnt garlic tonkotsu ramen
13660,05-23-2017,4.79E+15,1,burnt garlic tonkotsu ramen
13669,05-23-2017,8.53E+15,1,burnt garlic tonkotsu ramen
13670,05-23-2017,8.53E+15,1,burnt garlic tonkotsu ramen
13723,05-24-2017,7.79E+15,1,burnt garlic tonkotsu ramen
13724,05-24-2017,7.79E+15,1,burnt garlic tonkotsu ramen
13739,05-24-2017,9.15E+14,2,burnt garlic tonkotsu ramen
13740,05-24-2017,9.15E+14,2,burnt garlic tonkotsu ramen
13743,05-24-2017,9.49E+15,2,burnt garlic tonkotsu ramen
13744,05-24-2017,9.49E+15,2,burnt garlic tonkotsu ramen
13755,05-24-2017,2.08E+15,1,burnt garlic tonkotsu ramen
13756,05-24-2017,2.08E+15,1,burnt garlic tonkotsu ramen
13767,05-24-2017,7.74E+15,1,burnt garlic tonkotsu ramen
13768,05-24-2017,7.74E+15,1,burnt garlic tonkotsu ramen
13773,05-24-2017,5.55E+15,1,burnt garlic tonkotsu ramen
13774,05-24-2017,5.55E+15,1,burnt garlic tonkotsu ramen
13793,05-24-2017,9.36E+15,1,burnt garlic tonkotsu ramen
13794,05-24-2017,9.36E+15,1,burnt garlic tonkotsu ramen
13801,05-24-2017,3.15E+15,1,burnt garlic tonkotsu ramen
13802,05-24-2017,3.15E+15,1,burnt garlic tonkotsu ramen
13845,05-24-2017,2.84E+14,1,burnt garlic tonkotsu ramen
13846,05-24-2017,2.84E+14,1,burnt garlic tonkotsu ramen
13849,05-24-2017,2.77E+15,1,burnt garlic tonkotsu ramen
13850,05-24-2017,2.77E+15,1,burnt garlic tonkotsu ramen
13857,05-25-2017,6.56E+15,1,burnt garlic tonkotsu ramen
13858,05-25-2017,6.56E+15,1,burnt garlic tonkotsu ramen
13899,05-25-2017,7.29E+15,1,burnt garlic tonkotsu ramen
13900,05-25-2017,7.29E+15,1,burnt garlic tonkotsu ramen
13905,05-25-2017,6.28E+15,1,burnt garlic tonkotsu ramen
13906,05-25-2017,6.28E+15,1,burnt garlic tonkotsu ramen
13913,05-25-2017,6.71E+15,1,burnt garlic tonkotsu ramen
13914,05-25-2017,6.71E+15,1,burnt garlic tonkotsu ramen
13919,05-25-2017,5.25E+15,2,burnt garlic tonkotsu ramen
13920,05-25-2017,5.25E+15,2,burnt garlic tonkotsu ramen
13937,05-25-2017,2.18E+15,2,burnt garlic tonkotsu ramen
13938,05-25-2017,2.18E+15,2,burnt garlic tonkotsu ramen
13941,05-26-2017,5.10E+15,3,burnt garlic tonkotsu ramen
13942,05-26-2017,5.10E+15,3,burnt garlic tonkotsu ramen
13969,05-26-2017,1.67E+15,1,burnt garlic tonkotsu ramen
13970,05-26-2017,1.67E+15,1,burnt garlic tonkotsu ramen
13971,05-26-2017,9.51E+14,1,burnt garlic tonkotsu ramen
13972,05-26-2017,9.51E+14,1,burnt garlic tonkotsu ramen
13995,05-26-2017,6.14E+15,1,burnt garlic tonkotsu ramen
13996,05-26-2017,6.14E+15,1,burnt garlic tonkotsu ramen
14017,05-26-2017,4.07E+15,1,burnt garlic tonkotsu ramen
14018,05-26-2017,4.07E+15,1,burnt garlic tonkotsu ramen
14031,05-26-2017,8.83E+15,3,burnt garlic tonkotsu ramen
14032,05-26-2017,8.83E+15,3,burnt garlic tonkotsu ramen
14039,05-26-2017,4.67E+15,2,burnt garlic tonkotsu ramen
14040,05-26-2017,4.67E+15,2,burnt garlic tonkotsu ramen
14043,05-26-2017,1.94E+15,1,burnt garlic tonkotsu ramen
14044,05-26-2017,1.94E+15,1,burnt garlic tonkotsu ramen
14093,05-26-2017,2.36E+15,1,burnt garlic tonkotsu ramen
14094,05-26-2017,2.36E+15,1,burnt garlic tonkotsu ramen
14101,05-27-2017,7.20E+15,2,burnt garlic tonkotsu ramen
14102,05-27-2017,7.20E+15,2,burnt garlic tonkotsu ramen
14133,05-28-2017,3.06E+15,2,burnt garlic tonkotsu ramen
14134,05-28-2017,3.06E+15,2,burnt garlic tonkotsu ramen
14169,05-30-2017,3.46E+15,1,burnt garlic tonkotsu ramen
14170,05-30-2017,3.46E+15,1,burnt garlic tonkotsu ramen
14211,05-30-2017,9.12E+15,1,burnt garlic tonkotsu ramen
14212,05-30-2017,9.12E+15,1,burnt garlic tonkotsu ramen
14213,05-30-2017,7.26E+15,1,burnt garlic tonkotsu ramen
14214,05-30-2017,7.26E+15,1,burnt garlic tonkotsu ramen
14217,05-30-2017,9.86E+15,1,burnt garlic tonkotsu ramen
14218,05-30-2017,9.86E+15,1,burnt garlic tonkotsu ramen
14231,05-30-2017,5.21E+14,1,burnt garlic tonkotsu ramen
14232,05-30-2017,5.21E+14,1,burnt garlic tonkotsu ramen
14235,05-30-2017,7.71E+15,1,burnt garlic tonkotsu ramen
14236,05-30-2017,7.71E+15,1,burnt garlic tonkotsu ramen
14251,05-30-2017,1.60E+15,1,burnt garlic tonkotsu ramen
14252,05-30-2017,1.60E+15,1,burnt garlic tonkotsu ramen
14263,05-31-2017,2.80E+15,1,burnt garlic tonkotsu ramen
14264,05-31-2017,2.80E+15,1,burnt garlic tonkotsu ramen
14273,05-31-2017,1.66E+15,1,burnt garlic tonkotsu ramen
14274,05-31-2017,1.66E+15,1,burnt garlic tonkotsu ramen
14275,05-31-2017,5.35E+15,1,burnt garlic tonkotsu ramen
14276,05-31-2017,5.35E+15,1,burnt garlic tonkotsu ramen
14281,05-31-2017,8.23E+15,1,burnt garlic tonkotsu ramen
14282,05-31-2017,8.23E+15,1,burnt garlic tonkotsu ramen
14287,05-31-2017,9.27E+12,1,burnt garlic tonkotsu ramen
14288,05-31-2017,9.27E+12,1,burnt garlic tonkotsu ramen
14297,05-31-2017,3.54E+15,1,burnt garlic tonkotsu ramen
14298,05-31-2017,3.54E+15,1,burnt garlic tonkotsu ramen
14301,05-31-2017,6.61E+15,1,burnt garlic tonkotsu ramen
14302,05-31-2017,6.61E+15,1,burnt garlic tonkotsu ramen
14311,05-31-2017,3.02E+15,1,burnt garlic tonkotsu ramen
14312,05-31-2017,3.02E+15,1,burnt garlic tonkotsu ramen
14313,05-31-2017,4.90E+15,1,burnt garlic tonkotsu ramen
14314,05-31-2017,4.90E+15,1,burnt garlic tonkotsu ramen
14331,05-31-2017,1.14E+15,2,burnt garlic tonkotsu ramen
14332,05-31-2017,1.14E+15,2,burnt garlic tonkotsu ramen
14411,06-02-17,6.34E+15,1,burnt garlic tonkotsu ramen
14412,06-02-17,6.34E+15,1,burnt garlic tonkotsu ramen
14417,06-02-17,8.74E+15,1,burnt garlic tonkotsu ramen
14418,06-02-17,8.74E+15,1,burnt garlic tonkotsu ramen
14497,06-04-17,8.34E+15,2,burnt garlic tonkotsu ramen
14498,06-04-17,8.34E+15,2,burnt garlic tonkotsu ramen
14501,06-04-17,8.15E+15,1,burnt garlic tonkotsu ramen
14502,06-04-17,8.15E+15,1,burnt garlic tonkotsu ramen
14515,06-04-17,3.57E+15,1,burnt garlic tonkotsu ramen
14516,06-04-17,3.57E+15,1,burnt garlic tonkotsu ramen
14527,06-04-17,3.04E+15,1,burnt garlic tonkotsu ramen
14528,06-04-17,3.04E+15,1,burnt garlic tonkotsu ramen
14531,06-04-17,5.23E+15,1,burnt garlic tonkotsu ramen
14532,06-04-17,5.23E+15,1,burnt garlic tonkotsu ramen
14557,06-04-17,2.85E+15,1,burnt garlic tonkotsu ramen
14558,06-04-17,2.85E+15,1,burnt garlic tonkotsu ramen
14581,06-04-17,7.75E+15,3,burnt garlic tonkotsu ramen
14582,06-04-17,7.75E+15,3,burnt garlic tonkotsu ramen
14617,06-05-17,3.84E+15,1,burnt garlic tonkotsu ramen
14618,06-05-17,3.84E+15,1,burnt garlic tonkotsu ramen
14621,06-05-17,8.13E+15,1,burnt garlic tonkotsu ramen
14622,06-05-17,8.13E+15,1,burnt garlic tonkotsu ramen
14637,06-05-17,4.44E+15,1,burnt garlic tonkotsu ramen
14638,06-05-17,4.44E+15,1,burnt garlic tonkotsu ramen
14653,06-05-17,4.53E+15,3,burnt garlic tonkotsu ramen
14654,06-05-17,4.53E+15,3,burnt garlic tonkotsu ramen
14659,06-05-17,8.89E+15,1,burnt garlic tonkotsu ramen
14660,06-05-17,8.89E+15,1,burnt garlic tonkotsu ramen
14661,06-05-17,5.58E+15,1,burnt garlic tonkotsu ramen
14662,06-05-17,5.58E+15,1,burnt garlic tonkotsu ramen
14681,06-05-17,5.88E+15,1,burnt garlic tonkotsu ramen
14682,06-05-17,5.88E+15,1,burnt garlic tonkotsu ramen
14747,06-06-17,2.64E+15,1,burnt garlic tonkotsu ramen
14748,06-06-17,2.64E+15,1,burnt garlic tonkotsu ramen
14749,06-06-17,9.45E+15,1,burnt garlic tonkotsu ramen
14750,06-06-17,9.45E+15,1,burnt garlic tonkotsu ramen
14759,06-06-17,5.77E+12,2,burnt garlic tonkotsu ramen
14760,06-06-17,5.77E+12,2,burnt garlic tonkotsu ramen
14763,06-06-17,5.20E+14,3,burnt garlic tonkotsu ramen
14764,06-06-17,5.20E+14,3,burnt garlic tonkotsu ramen
14801,06-07-17,8.16E+15,1,burnt garlic tonkotsu ramen
14802,06-07-17,8.16E+15,1,burnt garlic tonkotsu ramen
14851,06-07-17,1.12E+15,4,burnt garlic tonkotsu ramen
14852,06-07-17,1.12E+15,4,burnt garlic tonkotsu ramen
14865,06-07-17,4.24E+15,1,burnt garlic tonkotsu ramen
14866,06-07-17,4.24E+15,1,burnt garlic tonkotsu ramen
14879,06-07-17,1.12E+14,1,burnt garlic tonkotsu ramen
14880,06-07-17,1.12E+14,1,burnt garlic tonkotsu ramen
14943,06-07-17,6.35E+15,2,burnt garlic tonkotsu ramen
14944,06-07-17,6.35E+15,2,burnt garlic tonkotsu ramen
14945,06-07-17,4.35E+15,1,burnt garlic tonkotsu ramen
14946,06-07-17,4.35E+15,1,burnt garlic tonkotsu ramen
14963,06-07-17,6.65E+15,1,burnt garlic tonkotsu ramen
14964,06-07-17,6.65E+15,1,burnt garlic tonkotsu ramen
14981,06-08-17,2.25E+15,2,burnt garlic tonkotsu ramen
14982,06-08-17,2.25E+15,2,burnt garlic tonkotsu ramen
14995,06-08-17,8.88E+15,1,burnt garlic tonkotsu ramen
14996,06-08-17,8.88E+15,1,burnt garlic tonkotsu ramen
14997,06-08-17,2.09E+15,2,burnt garlic tonkotsu ramen
14998,06-08-17,2.09E+15,2,burnt garlic tonkotsu ramen
15007,06-08-17,5.27E+15,1,burnt garlic tonkotsu ramen
15008,06-08-17,5.27E+15,1,burnt garlic tonkotsu ramen
15021,06-09-17,3.28E+15,1,burnt garlic tonkotsu ramen
15022,06-09-17,3.28E+15,1,burnt garlic tonkotsu ramen
